# Species	Genes	Alg.-Conn.	chengduensis_protein.faa	ludwigii_protein.faa	oligotrophicus_protein.faa	sichuanensis_protein.faa	soli_protein.faa
5	5	0.797	WP_167513852.1	WP_131502826.1	WP_167514969.1	WP_167514969.1	WP_167320606.1
5	5	0.794	WP_032641564.1	WP_014170780.1	WP_047959028.1	WP_047959028.1	WP_014070892.1
5	5	0.793	WP_032638416.1	WP_014168820.1	WP_155030761.1	WP_155030761.1	WP_014069077.1
5	5	0.791	WP_032640700.1	WP_013096533.1	WP_008501714.1	WP_008501714.1	WP_014070340.1
5	5	0.791	WP_032643601.1	WP_025203470.1	WP_025757697.1	WP_025757697.1	WP_014071323.1
5	5	0.789	WP_080283020.1	WP_040019006.1	WP_155030909.1	WP_155030909.1	WP_041162022.1
5	5	0.787	WP_032638515.1	WP_014168885.1	WP_025756165.1	WP_025756165.1	WP_014069140.1
5	5	0.787	WP_032641942.1	WP_040018028.1	WP_095441335.1	WP_095441335.1	WP_014071093.1
5	5	0.785	WP_032643179.1	WP_014171443.1	WP_095441244.1	WP_095441244.1	WP_014071593.1
5	5	0.784	WP_032641590.1	WP_040017934.1	WP_155031448.1	WP_155031448.1	WP_014070908.1
5	5	0.783	WP_032643569.1	WP_040018115.1	WP_155031547.1	WP_155031547.1	WP_014071305.1
5	5	0.783	WP_080500327.1	WP_020884874.1	WP_229235361.1	WP_229235361.1	WP_014069503.1
5	5	0.782	WP_032639821.1	WP_040017241.1	WP_155031021.1	WP_155031021.1	WP_014069867.1
5	5	0.782	WP_032639907.1	WP_040017278.1	WP_095449793.1	WP_095449793.1	WP_014069925.1
5	5	0.781	WP_032644395.1	WP_040018381.1	WP_155030503.1	WP_155030503.1	WP_014068339.1
5	5	0.781	WP_045890455.1	WP_014169564.1	WP_025755822.1	WP_025755822.1	WP_014069778.1
5	5	0.78	WP_032638620.1	WP_020885154.1	WP_025756113.1	WP_025756113.1	WP_041162006.1
5	5	0.778	WP_032644087.1	WP_040018641.1	WP_155030699.1	WP_155030699.1	WP_014068927.1
5	5	0.776	WP_032643955.1	WP_040018562.1	WP_155030662.1	WP_155030662.1	WP_014068764.1
5	5	0.776	WP_032644075.1	WP_040018630.1	WP_094917933.1	WP_094917933.1	WP_014068912.1
5	5	0.771	WP_032644572.1	WP_040018203.1	WP_155031824.1	WP_155031824.1	WP_014072107.1
5	5	0.768	WP_032644623.1	WP_040018268.1	WP_025759436.1	WP_025759436.1	WP_014072209.1
5	5	0.767	WP_032640666.1	WP_040017546.1	WP_155031206.1	WP_155031206.1	WP_014070401.1
5	5	0.767	WP_032643674.1	WP_032680368.1	WP_155031944.1	WP_155031944.1	WP_014071596.1
5	5	0.764	WP_032623144.1	WP_032669830.1	WP_032672427.1	WP_032672427.1	WP_074392878.1
5	5	0.764	WP_032640413.1	WP_020884248.1	WP_047958485.1	WP_047958485.1	WP_014070166.1
5	5	0.764	WP_032644692.1	WP_040018221.1	WP_047957536.1	WP_047957536.1	WP_014072151.1
5	5	0.76	WP_032638549.1	WP_032681547.1	WP_059385620.1	WP_059385620.1	WP_014069162.1
5	5	0.76	WP_032639995.1	WP_020884337.1	WP_014883562.1	WP_014883562.1	WP_014069969.1
5	5	0.758	WP_032639168.1	WP_040017030.1	WP_155030908.1	WP_155030908.1	WP_014069526.1
5	5	0.758	WP_032644145.1	WP_040018671.1	WP_023334585.1	WP_023334585.1	WP_014068987.1
5	5	0.758	WP_032644739.1	WP_014168254.1	WP_021242926.1	WP_021242926.1	WP_014068559.1
5	5	0.756	WP_032641278.1	WP_040017780.1	WP_155031374.1	WP_155031374.1	WP_014070676.1
5	5	0.754	WP_032641485.1	WP_014170770.1	WP_155031438.1	WP_155031438.1	WP_014069804.1
5	5	0.753	WP_032638626.1	WP_032677572.1	WP_025756110.1	WP_025756110.1	WP_014069207.1
5	5	0.75	WP_032640226.1	WP_025204226.1	WP_155031165.1	WP_155031165.1	WP_014070247.1
5	5	0.749	WP_045890119.1	WP_040018715.1	WP_095441897.1	WP_095441897.1	WP_014072035.1
5	5	0.746	WP_032641604.1	WP_040017940.1	WP_047959046.1	WP_047959046.1	WP_014070912.1
5	5	0.74	WP_032639177.1	WP_040017035.1	WP_155030914.1	WP_155030914.1	WP_014069535.1
5	5	0.739	WP_032641438.1	WP_008500310.1	WP_155031396.1	WP_155031396.1	WP_014070864.1
5	5	0.739	WP_032643181.1	WP_040018886.1	WP_095441243.1	WP_095441243.1	WP_041162116.1
5	5	0.737	WP_032643429.1	WP_040018077.1	WP_155031283.1	WP_155031283.1	WP_014070066.1
5	5	0.737	WP_032643971.1	WP_032670772.1	WP_047957703.1	WP_047957703.1	WP_041161994.1
5	5	0.729	WP_032644702.1	WP_014168208.1	WP_025757834.1	WP_025757834.1	WP_014068506.1
5	5	0.728	WP_032638486.1	WP_040016787.1	WP_047957882.1	WP_047957882.1	WP_014069129.1
5	5	0.722	WP_032640209.1	WP_020884170.1	WP_025756405.1	WP_025756405.1	WP_014070260.1
5	5	0.72	WP_032641276.1	WP_020883407.1	WP_155031373.1	WP_155031373.1	WP_014070675.1
5	5	0.718	WP_032639176.1	WP_040017034.1	WP_155030913.1	WP_155030913.1	WP_014069534.1
5	5	0.712	WP_032639175.1	WP_040017033.1	WP_155030912.1	WP_155030912.1	WP_014069533.1
5	5	0.709	WP_032641717.1	WP_040017976.1	WP_155031479.1	WP_155031479.1	WP_014070987.1
5	5	0.708	WP_032642665.1	WP_040017948.1	WP_095441731.1	WP_095441731.1	WP_014070913.1
5	5	0.708	WP_214517575.1	WP_223399268.1	WP_213014347.1	WP_213014347.1	WP_217188093.1
5	5	0.707	WP_032640479.1	WP_040018360.1	WP_155031101.1	WP_155031101.1	WP_014070063.1
5	5	0.704	WP_032640313.1	WP_040017426.1	WP_155031921.1	WP_155031921.1	WP_014070226.1
5	5	0.704	WP_032644385.1	WP_040018371.1	WP_155030499.1	WP_155030499.1	WP_014068325.1
5	5	0.703	WP_032638373.1	WP_020885054.1	WP_025756248.1	WP_025756248.1	WP_014070200.1
5	5	0.7	WP_032644694.1	WP_014171992.1	WP_059386348.1	WP_059386348.1	WP_014072149.1
5	5	0.697	WP_032641151.1	WP_040017752.1	WP_155031352.1	WP_155031352.1	WP_014070595.1
5	5	0.695	WP_032639179.1	WP_040017036.1	WP_155030915.1	WP_155030915.1	WP_014069537.1
5	5	0.695	WP_077064215.1	WP_020883826.1	WP_155031636.1	WP_155031636.1	WP_014071537.1
5	5	0.69	WP_032644180.1	WP_020883937.1	WP_155031866.1	WP_155031866.1	WP_014072316.1
5	5	0.688	WP_032643447.1	WP_014171067.1	WP_045285811.1	WP_045285811.1	WP_014071230.1
5	5	0.688	WP_032644410.1	WP_020882686.1	WP_155030510.1	WP_155030510.1	WP_014068356.1
5	5	0.68	WP_032640673.1	WP_040017547.1	WP_155031208.1	WP_155031208.1	WP_014070398.1
5	5	0.669	WP_032639589.1	WP_014169526.1	WP_025755851.1	WP_025755851.1	WP_014069742.1
5	5	0.666	WP_022650033.1	WP_040017329.1	WP_155031087.1	WP_155031087.1	WP_014070035.1
5	5	0.666	WP_032641416.1	WP_014170724.1	WP_045285398.1	WP_045285398.1	WP_014070767.1
5	5	0.666	WP_032643459.1	WP_014171073.1	WP_202911315.1	WP_202911315.1	WP_014071235.1
5	5	0.665	WP_032638941.1	WP_025204646.1	WP_025757216.1	WP_025757216.1	WP_014069396.1
5	5	0.665	WP_032639180.1	WP_040017037.1	WP_095440912.1	WP_095440912.1	WP_014069538.1
5	5	0.664	WP_032644569.1	WP_052445457.1	WP_095452478.1	WP_095452478.1	WP_014072104.1
5	5	0.655	WP_032639038.1	WP_014169244.1	WP_025757263.1	WP_025757263.1	WP_014069447.1
5	5	0.655	WP_032642931.1	WP_040018954.1	WP_155031613.1	WP_155031613.1	WP_014071432.1
5	5	0.654	WP_077064461.1	WP_040018063.1	WP_047958778.1	WP_047958778.1	WP_014070086.1
5	5	0.651	WP_032641405.1	WP_032680748.1	WP_047959044.1	WP_047959044.1	WP_014070760.1
5	5	0.644	WP_032638371.1	WP_032677628.1	WP_045286924.1	WP_045286924.1	WP_014070201.1
5	5	0.643	WP_032639035.1	WP_032677726.1	WP_155030884.1	WP_155030884.1	WP_014069446.1
5	5	0.639	WP_032640876.1	WP_069973199.1	WP_155031268.1	WP_155031268.1	WP_245551550.1
5	5	0.634	WP_080500331.1	WP_080765198.1	WP_155031007.1	WP_155031007.1	WP_128738925.1
5	5	0.631	WP_032638683.1	WP_040016886.1	WP_155030819.1	WP_155030819.1	WP_014069240.1
5	5	0.63	WP_032639178.1	WP_040019007.1	WP_047958133.1	WP_047958133.1	WP_014069536.1
5	5	0.627	WP_045889933.1	WP_040018652.1	WP_155030707.1	WP_155030707.1	WP_014068954.1
5	5	0.619	WP_023331928.1	WP_014168837.1	WP_023331928.1	WP_023331928.1	WP_014069092.1
5	5	0.613	WP_032643343.1	WP_040018847.1	WP_047959437.1	WP_047959437.1	WP_014071704.1
5	5	0.611	WP_032638732.1	WP_040016891.1	WP_155030826.1	WP_155030826.1	WP_014069258.1
5	5	0.604	WP_032642503.1	WP_020884922.1	WP_155030882.1	WP_155030882.1	WP_014069444.1
5	5	0.604	WP_032642929.1	WP_040018955.1	WP_155031612.1	WP_155031612.1	WP_014071431.1
5	5	0.602	WP_032644599.1	WP_040018250.1	WP_155031834.1	WP_155031834.1	WP_014072179.1
5	5	0.6	WP_032638628.1	WP_032681528.1	WP_155030791.1	WP_155030791.1	WP_049796670.1
5	5	0.599	WP_077064359.1	WP_040018328.1	WP_155030477.1	WP_155030477.1	WP_014068342.1
5	5	0.598	WP_032641434.1	WP_040017831.1	WP_155031394.1	WP_155031394.1	WP_014070854.1
5	5	0.594	WP_032641715.1	WP_040017971.1	WP_095450975.1	WP_095450975.1	WP_014071664.1
5	5	0.594	WP_032644555.1	WP_025202869.1	WP_095442059.1	WP_095442059.1	WP_014072087.1
5	5	0.59	WP_032639167.1	WP_040017029.1	WP_095440906.1	WP_095440906.1	WP_014069525.1
5	5	0.584	WP_032644188.1	WP_040018280.1	WP_155031868.1	WP_155031868.1	WP_014072327.1
5	5	0.564	WP_032638929.1	WP_025204649.1	WP_095441833.1	WP_095441833.1	WP_014069390.1
5	5	0.556	WP_032644622.1	WP_014172077.1	WP_155031846.1	WP_155031846.1	WP_014072208.1
5	5	0.552	WP_032638874.1	WP_040016938.1	WP_025756353.1	WP_025756353.1	WP_014069348.1
5	5	0.552	WP_032644245.1	WP_040018327.1	WP_155030476.1	WP_155030476.1	WP_014068341.1
5	5	0.517	WP_077064460.1	WP_040018065.1	WP_047958779.1	WP_047958779.1	WP_014070085.1
5	5	0.503	WP_077064463.1	WP_074148086.1	WP_176472217.1	WP_176472217.1	WP_014070088.1
5	5	0.501	WP_032640655.1	WP_020884110.1	WP_095448977.1	WP_095448977.1	WP_014071663.1
5	5	0.491	WP_032644571.1	WP_040018202.1	WP_155031823.1	WP_155031823.1	WP_014072106.1
5	5	0.481	WP_032640657.1	WP_040017532.1	WP_155031202.1	WP_155031202.1	WP_014071662.1
5	5	0.477	WP_032643425.1	WP_040018075.1	WP_095451200.1	WP_095451200.1	WP_014070068.1
5	5	0.453	WP_045890573.1	WP_040018951.1	WP_155031616.1	WP_155031616.1	WP_014071435.1
5	5	0.438	WP_077064462.1	WP_040018061.1	WP_047958777.1	WP_047958777.1	WP_014070087.1
5	5	0.436	WP_028018712.1	WP_014170549.1	WP_013096181.1	WP_013096181.1	WP_014063945.1
5	5	0.432	WP_032644412.1	WP_040018388.1	WP_095441436.1	WP_095441436.1	WP_014068358.1
5	5	0.43	WP_032644011.1	WP_020882537.1	WP_047957722.1	WP_047957722.1	WP_014068828.1
5	5	0.411	WP_032641111.1	WP_040017735.1	WP_155031343.1	WP_155031343.1	WP_014063933.1
5	5	0.41	WP_032641414.1	WP_032680745.1	WP_045285397.1	WP_045285397.1	WP_014070766.1
5	5	0.405	WP_032641418.1	WP_014170725.1	WP_045285399.1	WP_045285399.1	WP_014070768.1
5	5	0.399	WP_032639033.1	WP_020884921.1	WP_244956319.1	WP_244956319.1	WP_014069445.1
5	5	0.399	WP_077064475.1	WP_040018056.1	WP_095451208.1	WP_095451208.1	WP_014070091.1
5	5	0.385	WP_032644570.1	WP_040018201.1	WP_155031822.1	WP_155031822.1	WP_014072105.1
5	5	0.351	WP_032642981.1	WP_020883860.1	WP_045286824.1	WP_045286824.1	WP_014071481.1
5	5	0.332	WP_077064341.1	WP_040018359.1	WP_155031102.1	WP_155031102.1	WP_014070064.1
5	5	0.327	WP_008502644.1	WP_008502644.1	WP_008502644.1	WP_008502644.1	WP_014063946.1
5	5	0.306	WP_077064191.1	WP_040017749.1	WP_155031350.1	WP_155031350.1	WP_014071920.1
5	5	0.305	WP_077064258.1	WP_014168062.1	WP_047957456.1	WP_047957456.1	WP_014068359.1
5	5	0.303	WP_032643422.1	WP_167353665.1	WP_167514965.1	WP_167514965.1	WP_014070070.1
5	5	0.301	WP_032643115.1	WP_025203360.1	WP_155031646.1	WP_155031646.1	WP_014071973.1
5	5	0.3	WP_032643423.1	WP_040018073.1	WP_155031281.1	WP_155031281.1	WP_014070069.1
5	5	0.255	WP_077064129.1	WP_020883310.1	WP_059385169.1	WP_059385169.1	WP_014063925.1
5	5	0.238	WP_032640355.1	WP_040017409.1	WP_059385343.1	WP_059385343.1	WP_014070191.1
5	5	0.232	WP_167513861.1	WP_052445468.1	WP_167514984.1	WP_167514984.1	WP_014063924.1
5	5	0.22	WP_032641104.1	WP_040017724.1	WP_155031335.1	WP_155031335.1	WP_014071912.1
5	5	0.218	WP_032642115.1	WP_040018303.1	WP_155031708.1	WP_155031708.1	WP_014072391.1
5	5	0.212	WP_032640659.1	WP_040017533.1	WP_059386681.1	WP_059386681.1	WP_014071661.1
5	5	0.195	WP_077064193.1	WP_040017737.1	WP_155031344.1	WP_155031344.1	WP_014063942.1
5	5	0.183	WP_014599267.1	WP_032681169.1	WP_025758318.1	WP_025758318.1	WP_014069952.1
5	5	0.175	WP_032643838.1	WP_014168350.1	WP_155030602.1	WP_155030602.1	WP_014071003.1
5	5	0.16	WP_077064131.1	WP_040017840.1	WP_095441700.1	WP_095441700.1	WP_014070874.1
5	5	0.0887	WP_032641134.1	WP_020883458.1	WP_094919229.1	WP_094919229.1	WP_014063938.1
5	5	0.0665	WP_032641143.1	WP_014170556.1	WP_047958915.1	WP_047958915.1	WP_014071921.1
5	5	0.0303	WP_032641138.1	WP_014170554.1	WP_025756849.1	WP_025756849.1	WP_014071919.1
4	6	0.286	WP_032642188.1	*	WP_241658141.1	WP_241658141.1	WP_041162179.1,WP_071881215.1,WP_088201848.1
4	6	0.13	WP_045890282.1,WP_045890496.1,WP_243144147.1	*	WP_167514958.1	WP_167514958.1	WP_014068711.1
4	5	0.589	WP_000697968.1,WP_032640557.1	WP_032670366.1	WP_025756461.1	WP_025756461.1	*
4	5	0.558	*	WP_014168433.1,WP_032681821.1	WP_021240841.1	WP_021240841.1	WP_014070006.1
4	5	0.548	WP_000475506.1,WP_032640554.1	WP_040017513.1	WP_155031187.1	WP_155031187.1	*
4	5	0.177	WP_032640559.1,WP_001377740.1	WP_040017515.1	WP_155031188.1	WP_155031188.1	*
4	5	0.102	WP_077064494.1,WP_032639204.1	*	WP_047958922.1	WP_047958922.1	WP_014071328.1
4	4	1	WP_008501713.1	WP_020884080.1	WP_155031219.1	WP_155031219.1	*
4	4	0.997	WP_032640710.1	*	WP_095451265.1	WP_095451265.1	WP_014070349.1
4	4	0.997	WP_077064015.1	WP_014170090.1	WP_094917313.1	WP_094917313.1	*
4	4	0.996	*	WP_040016820.1	WP_155030797.1	WP_155030797.1	WP_014069216.1
4	4	0.995	WP_032638716.1	WP_040016889.1	WP_025759675.1	WP_025759675.1	*
4	4	0.994	WP_032640905.1	WP_040017630.1	WP_155031289.1	WP_155031289.1	*
4	4	0.993	WP_032640706.1	*	WP_045286731.1	WP_045286731.1	WP_014070347.1
4	4	0.993	WP_032643909.1	WP_040018529.1	WP_155030638.1	WP_155030638.1	*
4	4	0.993	WP_077064323.1	WP_025205116.1	WP_179958051.1	WP_179958051.1	*
4	4	0.992	*	WP_020883557.1	WP_155031779.1	WP_155031779.1	WP_014071875.1
4	4	0.992	WP_032638778.1	*	WP_155030838.1	WP_155030838.1	WP_014069279.1
4	4	0.991	*	WP_014168219.1	WP_025757844.1	WP_025757844.1	WP_014068524.1
4	4	0.991	WP_032640265.1	WP_032678123.1	WP_059386582.1	WP_059386582.1	*
4	4	0.991	WP_032640576.1	WP_025204167.1	WP_155031193.1	WP_155031193.1	*
4	4	0.99	*	WP_032678256.1	WP_025759106.1	WP_025759106.1	WP_014070453.1
4	4	0.99	WP_023309658.1	*	WP_025757596.1	WP_025757596.1	WP_014072313.1
4	4	0.99	WP_032640255.1	WP_014170001.1	WP_047958550.1	WP_047958550.1	*
4	4	0.99	WP_032641137.1	WP_014170553.1	WP_155031349.1	WP_155031349.1	*
4	4	0.99	WP_032641787.1	*	WP_155031488.1	WP_155031488.1	WP_014071034.1
4	4	0.99	WP_077064199.1	WP_040018905.1	WP_155031647.1	WP_155031647.1	*
4	4	0.989	WP_032638702.1	*	WP_155030822.1	WP_155030822.1	WP_014069245.1
4	4	0.989	WP_032640534.1	WP_014169846.1	WP_059385274.1	WP_059385274.1	*
4	4	0.989	WP_032643939.1	WP_040018551.1	WP_155030656.1	WP_155030656.1	*
4	4	0.989	WP_045890485.1	WP_040017016.1	WP_095440900.1	WP_095440900.1	*
4	4	0.989	WP_077064044.1	WP_040017619.1	WP_155031927.1	WP_155031927.1	*
4	4	0.988	*	WP_014170601.1	WP_025756892.1	WP_025756892.1	WP_014070655.1
4	4	0.988	WP_032639994.1	WP_040017306.1	WP_155031070.1	WP_155031070.1	*
4	4	0.988	WP_032640252.1	WP_020884191.1	WP_155031159.1	WP_155031159.1	*
4	4	0.988	WP_032640908.1	WP_032669771.1	WP_095440507.1	WP_095440507.1	*
4	4	0.988	WP_045890160.1	WP_014170091.1	WP_025756467.1	WP_025756467.1	*
4	4	0.987	*	WP_040018831.1	WP_045285898.1	WP_045285898.1	WP_014071761.1
4	4	0.987	WP_032638699.1	*	WP_047957974.1	WP_047957974.1	WP_014069244.1
4	4	0.987	WP_032638719.1	WP_020885037.1	WP_025759674.1	WP_025759674.1	*
4	4	0.987	WP_032640249.1	WP_020884189.1	WP_013096662.1	WP_013096662.1	*
4	4	0.987	WP_032640263.1	WP_020884197.1	WP_155031154.1	WP_155031154.1	*
4	4	0.987	WP_032641253.1	*	WP_155031367.1	WP_155031367.1	WP_014070662.1
4	4	0.987	WP_032642570.1	WP_014170004.1	WP_014883791.1	WP_014883791.1	*
4	4	0.986	*	WP_072126430.1	WP_047958941.1	WP_047958941.1	WP_014070657.1
4	4	0.986	WP_032638611.1	WP_014168943.1	WP_025756120.1	WP_025756120.1	*
4	4	0.986	WP_032640261.1	WP_020884195.1	WP_155031156.1	WP_155031156.1	*
4	4	0.985	*	WP_014171751.1	WP_094918730.1	WP_094918730.1	WP_014071872.1
4	4	0.985	*	WP_040017359.1	WP_155031109.1	WP_155031109.1	WP_014070143.1
4	4	0.985	WP_032638685.1	WP_014169049.1	WP_095441082.1	WP_095441082.1	*
4	4	0.985	WP_032640754.1	*	WP_059386947.1	WP_059386947.1	WP_014070370.1
4	4	0.984	*	WP_020883871.1	WP_025759721.1	WP_025759721.1	WP_014071462.1
4	4	0.984	WP_032640922.1	WP_025204014.1	WP_047958807.1	WP_047958807.1	*
4	4	0.984	WP_032643842.1	WP_040018479.1	WP_155030605.1	WP_155030605.1	*
4	4	0.984	WP_077064479.1	WP_014171619.1	WP_155031714.1	WP_155031714.1	*
4	4	0.983	*	WP_020883770.1	WP_095441235.1	WP_095441235.1	WP_014071610.1
4	4	0.983	*	WP_040017450.1	WP_059386569.1	WP_059386569.1	WP_014070251.1
4	4	0.983	WP_032638696.1	*	WP_155030821.1	WP_155030821.1	WP_014069243.1
4	4	0.982	WP_032640918.1	WP_032678279.1	WP_094917003.1	WP_094917003.1	*
4	4	0.982	WP_032641116.1	WP_010432861.1	WP_025760034.1	WP_025760034.1	*
4	4	0.982	WP_032643381.1	WP_032678962.1	WP_155031701.1	WP_155031701.1	*
4	4	0.982	WP_045890299.1	WP_040017415.1	WP_155031137.1	WP_155031137.1	*
4	4	0.982	WP_077064331.1	WP_014171157.1	WP_095452184.1	WP_095452184.1	*
4	4	0.981	*	WP_020884583.1	WP_003861638.1	WP_003861638.1	WP_014072096.1
4	4	0.981	*	WP_040016824.1	WP_155030798.1	WP_155030798.1	WP_014069219.1
4	4	0.981	WP_008499600.1	WP_013098493.1	WP_008499600.1	WP_008499600.1	*
4	4	0.981	WP_014884226.1	WP_014170545.1	WP_025760036.1	WP_025760036.1	*
4	4	0.981	WP_032638714.1	WP_040016888.1	WP_025759676.1	WP_025759676.1	*
4	4	0.981	WP_032638721.1	WP_014169058.1	WP_025759672.1	WP_025759672.1	*
4	4	0.981	WP_032640017.1	*	WP_025758349.1	WP_025758349.1	WP_014069980.1
4	4	0.981	WP_032640288.1	WP_014169987.1	WP_025759954.1	WP_025759954.1	*
4	4	0.981	WP_032644254.1	WP_040018322.1	WP_047959745.1	WP_047959745.1	*
4	4	0.981	WP_077064276.1	*	WP_025756777.1	WP_025756777.1	WP_014068925.1
4	4	0.98	WP_032638691.1	WP_040016887.1	WP_023618768.1	WP_023618768.1	*
4	4	0.98	WP_032643159.1	WP_003862759.1	WP_008499648.1	WP_008499648.1	*
4	4	0.98	WP_077064007.1	WP_040017440.1	WP_008502272.1	WP_008502272.1	*
4	4	0.979	*	WP_014170362.1	WP_025756593.1	WP_025756593.1	WP_014070488.1
4	4	0.979	*	WP_014170608.1	WP_025756898.1	WP_025756898.1	WP_014070661.1
4	4	0.979	*	WP_020883561.1	WP_059385424.1	WP_059385424.1	WP_014071870.1
4	4	0.979	WP_032640743.1	*	WP_155031226.1	WP_155031226.1	WP_041162071.1
4	4	0.979	WP_032640746.1	*	WP_059386950.1	WP_059386950.1	WP_014070366.1
4	4	0.979	WP_032640920.1	WP_025204015.1	WP_155031293.1	WP_155031293.1	*
4	4	0.979	WP_032641135.1	WP_020883457.1	WP_025756847.1	WP_025756847.1	*
4	4	0.978	WP_032638973.1	*	WP_059386073.1	WP_059386073.1	WP_014069415.1
4	4	0.978	WP_032641284.1	WP_020883404.1	WP_059386792.1	WP_059386792.1	*
4	4	0.978	WP_032642319.1	WP_014171767.1	WP_025756727.1	WP_025756727.1	*
4	4	0.978	WP_080283005.1	*	WP_155031107.1	WP_155031107.1	WP_014070130.1
4	4	0.978	WP_086379801.1	WP_025204708.1	WP_025759687.1	WP_025759687.1	*
4	4	0.977	*	WP_014169809.1	WP_095449759.1	WP_095449759.1	WP_014069996.1
4	4	0.977	*	WP_020884265.1	WP_155031111.1	WP_155031111.1	WP_014070146.1
4	4	0.977	*	WP_040017768.1	WP_025756890.1	WP_025756890.1	WP_014070652.1
4	4	0.977	WP_032642994.1	WP_032678833.1	WP_025757127.1	WP_025757127.1	*
4	4	0.977	WP_032643925.1	WP_014168456.1	WP_155030647.1	WP_155030647.1	*
4	4	0.976	WP_032638607.1	WP_040016810.1	WP_155030789.1	WP_155030789.1	*
4	4	0.975	*	WP_014171302.1	WP_045286355.1	WP_045286355.1	WP_014071458.1
4	4	0.975	*	WP_014171757.1	WP_155031782.1	WP_155031782.1	WP_014071878.1
4	4	0.975	WP_032639281.1	WP_040017061.1	WP_025756003.1	WP_025756003.1	*
4	4	0.975	WP_077064584.1	*	WP_047957999.1	WP_047957999.1	WP_014069280.1
4	4	0.974	WP_032643840.1	WP_032679504.1	WP_155030603.1	WP_155030603.1	*
4	4	0.974	WP_032644611.1	*	WP_025759666.1	WP_025759666.1	WP_014072193.1
4	4	0.973	*	WP_040018764.1	WP_095452517.1	WP_095452517.1	WP_014071874.1
4	4	0.973	WP_229267781.1	WP_086463059.1	WP_128339492.1	WP_128339492.1	*
4	4	0.972	*	WP_006810994.1	WP_006810994.1	WP_006810994.1	WP_014070653.1
4	4	0.972	WP_032643910.1	WP_032679554.1	WP_155030639.1	WP_155030639.1	*
4	4	0.971	*	WP_025202822.1	WP_047959651.1	WP_047959651.1	WP_014072189.1
4	4	0.971	*	WP_040018938.1	WP_170940854.1	WP_170940854.1	WP_014071459.1
4	4	0.971	WP_032643119.1	WP_020883807.1	WP_155031648.1	WP_155031648.1	*
4	4	0.971	WP_032644273.1	*	WP_008500193.1	WP_008500193.1	WP_014072435.1
4	4	0.97	*	WP_014170599.1	WP_003859914.1	WP_003859914.1	WP_008500490.1
4	4	0.97	*	WP_020883559.1	WP_155031778.1	WP_155031778.1	WP_014071873.1
4	4	0.97	*	WP_040017767.1	WP_025756889.1	WP_025756889.1	WP_014070651.1
4	4	0.97	WP_023309659.1	*	WP_025757599.1	WP_025757599.1	WP_014072314.1
4	4	0.97	WP_032640478.1	*	WP_155031916.1	WP_155031916.1	WP_014070065.1
4	4	0.97	WP_032643941.1	WP_040018554.1	WP_155030657.1	WP_155030657.1	*
4	4	0.969	*	WP_020883424.1	WP_025756887.1	WP_025756887.1	WP_014070649.1
4	4	0.969	WP_032640713.1	*	WP_155031220.1	WP_155031220.1	WP_014070350.1
4	4	0.969	WP_032640748.1	*	WP_047958670.1	WP_047958670.1	WP_014070367.1
4	4	0.969	WP_032640752.1	*	WP_155031228.1	WP_155031228.1	WP_014070369.1
4	4	0.967	*	WP_040018939.1	WP_059386391.1	WP_059386391.1	WP_014071457.1
4	4	0.967	*	WP_040018940.1	WP_059386392.1	WP_059386392.1	WP_014071456.1
4	4	0.967	WP_032641145.1	WP_014170557.1	WP_025756852.1	WP_025756852.1	*
4	4	0.967	WP_080500342.1	WP_014168356.1	WP_155030606.1	WP_155030606.1	*
4	4	0.966	WP_014884229.1	WP_014884229.1	WP_008502640.1	WP_008502640.1	*
4	4	0.966	WP_032639280.1	WP_008502331.1	WP_008502331.1	WP_008502331.1	*
4	4	0.966	WP_032640741.1	*	WP_095440613.1	WP_095440613.1	WP_014070364.1
4	4	0.966	WP_032644433.1	WP_040018398.1	WP_047957462.1	WP_047957462.1	*
4	4	0.964	*	WP_001062678.1	WP_001062678.1	WP_001062678.1	WP_001062678.1
4	4	0.964	*	WP_014170606.1	WP_006175995.1	WP_006175995.1	WP_013096124.1
4	4	0.963	*	WP_040017481.1	WP_155031180.1	WP_155031180.1	WP_014070303.1
4	4	0.963	*	WP_040018937.1	WP_104557543.1	WP_104557543.1	WP_014071460.1
4	4	0.963	WP_032640727.1	*	WP_045286741.1	WP_045286741.1	WP_014070357.1
4	4	0.962	WP_032640258.1	WP_025204235.1	WP_155031157.1	WP_155031157.1	*
4	4	0.961	WP_032640924.1	WP_040017634.1	WP_155031294.1	WP_155031294.1	*
4	4	0.96	WP_032643841.1	WP_040018478.1	WP_155030604.1	WP_155030604.1	*
4	4	0.959	WP_032640903.1	WP_040017629.1	WP_155031288.1	WP_155031288.1	*
4	4	0.959	WP_032641112.1	WP_040017736.1	WP_059386841.1	WP_059386841.1	*
4	4	0.957	WP_032641109.1	WP_040017734.1	WP_155031342.1	WP_155031342.1	*
4	4	0.956	*	WP_040018758.1	WP_155031783.1	WP_155031783.1	WP_014071881.1
4	4	0.956	*	WP_040019076.1	WP_155031669.1	WP_155031669.1	WP_014071609.1
4	4	0.956	WP_032640916.1	WP_040017633.1	WP_155031292.1	WP_155031292.1	*
4	4	0.955	WP_024908533.1	WP_014170092.1	WP_047958616.1	WP_047958616.1	*
4	4	0.955	WP_032640340.1	WP_040017419.1	WP_045284326.1	WP_045284326.1	*
4	4	0.954	WP_032638811.1	*	WP_155030845.1	WP_155030845.1	WP_014069295.1
